Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
115714,France,"The palest of pinks announces the lightness of touch that makes this wine so attractive. Sure, it has ripe strawberry flavors, but they are delicate, laced with acidity, good freshness. A real apéritif wine.",Rosé Brut,90,75.0,Champagne,Champagne,,Roger Voss,@vossroger,Deutz 2003 Rosé Brut  (Champagne),Champagne Blend,Deutz
104806,France,"Ripe and soft, here is a Chanson white that hasn't been overwhelmed by wood. Instead, the delicious yellow and white stone fruits come through, with a creamy edge reminiscent of buttered English muffins, finishing on a high note of juicy, thirst-quenching acidity.",Clos Saint-Jean Premier Cru,92,115.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Chanson Père et Fils 2005 Clos Saint-Jean Premier Cru  (Chassagne-Montrachet),Chardonnay,Chanson Père et Fils
2130,France,"One of the small Sauvignon Blanc areas close to Sancerre, Menetou-Salon produces a light, crisp and herbal style of wine. This fits that bill well, its freshness contained within the flavors of hedgerow fruits and tangy acids.",Côtes de Morogues,88,22.0,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Fournier Père et Fils 2010 Côtes de Morogues  (Menetou-Salon),Sauvignon Blanc,Fournier Père et Fils
83747,France,"Intensely fruity, ripe and full-bodied. It has delicious apple and apricot flavors, bursting out of the glass with pure enjoyment. Lively acidity gives an extra dimension of brightness. Drink now.",Le Chenin,89,18.0,Loire Valley,Anjou,,Roger Voss,@vossroger,Domaine FL 2010 Le Chenin Chenin Blanc (Anjou),Chenin Blanc,Domaine FL
9093,France,"Classic ripe Muscadet, ripe but fresh, steely around the edges with delicious fresh fruits in the center. It is a lively wine, flavored with grapefruit and white currants, with an apple skin texture.",Sur Lie,88,16.0,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Domaine de la Grenaudière 2009 Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaine de la Grenaudière
27281,France,"This is a lovely effort from a challenging vintage, offering up tarry notes that turn plummy and round with air. It's full-bodied without going over the top, with a long, concentrated finish framed by silky tannins. Drink now–2018.",Chloris,92,,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,La Bastide Saint Dominique 2008 Chloris Red (Châteauneuf-du-Pape),Rhône-style Red Blend,La Bastide Saint Dominique
103627,France,"A rich, smooth wine, all ripe black fruit and soft tannins. It has weight and depth, but is ready to drink now.",,87,15.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Arnaucosse 2011  Bordeaux,Bordeaux-style Red Blend,Château Arnaucosse
77940,France,"This wine is smooth and ripe, with soft tannins that are already so well integrated. The texture is dense, full of blackberry fruits, full in the mouth and with a velvet final texture. Drink from 2017.",,87,,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château Lafleur-Gazin 2012  Pomerol,Bordeaux-style Red Blend,Château Lafleur-Gazin
111990,France,"The blend of Colombard, Gros Manseng and Sauvignon Blanc gives a light mineral character. The wine is very fresh, very crisp and finely layered, with a depth of herbaceous and green fruit flavors. Screwcap.",Cuvée Marine,88,,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Haut Marin 2010 Cuvée Marine White (Côtes de Gascogne),White Blend,Haut Marin
72797,France,"Earthy, soft and ripe, this wine shows the richness of the vintage. It is full of red plum and red jelly flavors, and the tannins are dusty in the background. The acidity holds it all together, and the finish is juicy and fruity.",,88,42.0,Burgundy,Volnay,,Roger Voss,@vossroger,Jaffelin 2009  Volnay,Pinot Noir,Jaffelin
76427,France,"While this wine is still young, it has great fruit and a good structure. Tense tannins lend form to ripe red fruits, with a touch of cigar-box aromas and a rich texture. This wine will show how well Chinon can age. Drink from 2018.",Gabare,90,30.0,Loire Valley,Chinon,,Roger Voss,@vossroger,Domaine Grosbois 2015 Gabare  (Chinon),Cabernet Franc,Domaine Grosbois
79990,France,"This is perfumed and lemony, almost to the point of resembling furniture polish. It's pleasantly silky in texture, but the recurring notes of white pepper and citrus become somewhat one-dimensional and slightly bitter on the finish.",Domaine du Paparotier,83,30.0,Rhône Valley,Muscat de Beaumes de Venise,,Joe Czerwinski,@JoeCz,Vignobles de Balma Venitia 2011 Domaine du Paparotier  (Muscat de Beaumes de Venise),Muscat,Vignobles de Balma Venitia
82756,France,"A powerful wine, showing rich, opulent Chardonnay. The spice and acidity crispen the wine, but leave the powerful fruit in all its glory.",Les Pucelles Premier Cru,96,260.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Domaine Leflaive 2007 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive
126872,France,This wine has a caramel edge that gives richness but also detracts from the fruit. It offers a smooth texture along with a spicy edge. Drink now.,7 Hectares Vin Bio,84,15.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château de Lisennes 2016 7 Hectares Vin Bio Rosé (Bordeaux Rosé),Rosé,Château de Lisennes
66214,France,"This is a particularly fruity rosé that's not quite dry but very fresh and full of strawberry flavors. It is fresh, ripe and ready to drink even in the winter.",Brut Rosé,86,20.0,Alsace,Crémant d'Alsace,,Roger Voss,@vossroger,Jean-Baptiste Adam NV Brut Rosé Sparkling (Crémant d'Alsace),Sparkling Blend,Jean-Baptiste Adam
79418,France,"This ripe, concentrated wine is full of tannins and ripe blackberry fruit. It is still youthfully dry, but shows the potential to develop for 3–5 years.",,89,13.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château la Chapelle Maillard 2011  Bordeaux,Bordeaux-style Red Blend,Château la Chapelle Maillard
128607,France,"This blend of 50-50 Merlot and Cabernet Sauvignon is lightly herbal, with a touch of attractive tannins. It's ripe but preserves a crisp edge to balance the caramel flavor. The wine is ready to drink.",L'Orangerie de Carignan,85,17.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Carignan 2016 L'Orangerie de Carignan Rosé (Bordeaux Rosé),Rosé,Château Carignan
30762,France,"While Colombo's Les Abeilles is a more traditional Rhône blend, this offering marries 70% Viognier with 30% Roussanne. The result is a medium-bodied wine hinting at honeyed peaches and tinged with anise that seems to be on a fast-developing course. Drink it over the next several months.",La Redonne,86,17.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Jean-Luc Colombo 2008 La Redonne White (Côtes du Rhône),Rhône-style White Blend,Jean-Luc Colombo
128608,France,"While this wine has high acidity, it also offers attractive fruitiness. It is light and bright, with a layer of spice and pepper. Drink the wine now.",,85,13.0,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château d'Haurets 2016 Rosé (Bordeaux Rosé),Rosé,Château d'Haurets
128430,France,"The second wine of Ausone is powerful with plenty of firm tannins. At the same time, it is ripe, with softness from the fruit and light extraction. It is a very fine wine, delicious with its acidity and its black-currant fruitiness. Drink this wine from 2024.",La Chapelle d'Ausone,94,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Ausone 2014 La Chapelle d'Ausone  (Saint-Émilion),Bordeaux-style Red Blend,Château Ausone
35343,France,"A concentrated, hugely rich wine with lively caramel and toast aromas, followed by ripe fruits. It is generous and open, with apricots and nectarines giving richness, while kiwi gives the green, crisp character. The aftertaste is all minerality. Screwcap.",Les Blanchots Grand Cru,93,60.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Laroche 2005 Les Blanchots Grand Cru  (Chablis),Chardonnay,Domaine Laroche
72025,France,The wine is soft and ripe. Generous blackberry fruits and a smooth texture from wood aging give this wine its richness and open character. Hints of vanilla and spice add to the perfumed aftertaste. Drink from 2019.,,88,,Bordeaux,Médoc,,Roger Voss,@vossroger,Château Amour 2014  Médoc,Bordeaux-style Red Blend,Château Amour
35290,France,"Young and herbaceous, it has lemon, peach and tight acidity that give a fresh, fruity feel. It's lively, ready to drink now.",Grand Palais,84,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Yvon Mau 2012 Grand Palais  (Bordeaux Blanc),Sauvignon Blanc,Yvon Mau
52411,France,"The wine is soft, fruity and immediately accessible. Red-berry fruit and balanced acidity are paired with red cherry and soft tannins. The wine is juicy and will be ready to drink from late 2017.",Collection Premier Cru,87,55.0,Burgundy,Santenay,,Roger Voss,@vossroger,L. Tramier & Fils 2015 Collection Premier Cru  (Santenay),Pinot Noir,L. Tramier & Fils
124197,France,"Produced from vines that are up to 80-years-old and now organic, this concentrated wood-aged wine is perfumed, rich and firmly structured. Dark tannins line the wine supporting the black plum and cherry fruits and acidity. Richard Rottiers, new on the scene in 2007, created a cru that is going to be a very fine wine. Drink from 2018.",,94,21.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Domaine Richard Rottiers 2015  Moulin-à-Vent,Gamay,Domaine Richard Rottiers
104531,France,"An attractively soft and fruity wine, flavored with red cherries and given a lift with acidity. It's a simple, lightly structured wine that can be drunk now.",,84,29.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Pfister 2012 Pinot Noir (Alsace),Pinot Noir,Domaine Pfister
7450,France,"Light scents of fresh grass, white flowers, waxy melon and sweet orange dance in the bouquet of this easy-drinking white. Those notes continue through to the fruity palate, with a pleasant roundness to the midpalate. Drink now.",,86,10.0,Languedoc-Roussillon,Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Wild Pig 2016 Viognier (Pays d'Oc),Viognier,Wild Pig
30766,France,Olive and espresso notes are backed by bright cherry fruit in this medium-bodied Syrah. It's a pleasant quaff that turns slightly dry on the finish; try it after 2011.,Le Grand Pompée,86,34.0,Rhône Valley,Saint-Joseph,,Joe Czerwinski,@JoeCz,Paul Jaboulet Aîné 2005 Le Grand Pompée  (Saint-Joseph),Syrah,Paul Jaboulet Aîné
35783,France,"Touches of toast from the wood aging give a spicy character. The toast brings out acidity at this stage rather than sweetness, with lemon and lime flavors dominant over the honey and botrytis in the background. Drink from 2018.",,90,,Bordeaux,Barsac,,Roger Voss,@vossroger,Château Broustet 2011  Barsac,Bordeaux-style White Blend,Château Broustet
109813,France,"Dark chocolate and rich plum sauce add complexity to this black fruit-driven Merlot. Blackberry preserves and soft plum guts fill the mouth, with a touch of green pepper appearing on the finish. Medium weight with a creamy texture and a medium-length finish. Drink now.",Reserve,87,13.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Lauren Buzzeo,@laurbuzz,Domaines Astruc 2009 Reserve Merlot (Vin de Pays d'Oc),Merlot,Domaines Astruc
95312,France,"This is a youthful, fruity wine with crisp yellow-fruit and citrus flavors, with a toastiness from wood aging. Sourced from Saint-Aubin, it has a cool, fresh feel that complements its pristine fruitiness. It's for drinking soon, but will also improve with age through 2021.",En Remilly Premier Cru,91,43.0,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Jean-Claude Boisset 2011 En Remilly Premier Cru  (Saint-Aubin),Chardonnay,Jean-Claude Boisset
124809,France,"This wood-laden wine, spicy and toasty, also offers plenty of fruit weight, giving richness to the palate. Fresh black currants carry through to finish the wine with a lift.",,88,,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château Baracan 2010  Cadillac Côtes de Bordeaux,Bordeaux-style Red Blend,Château Baracan
122588,France,"This is a smooth, yellow fruit-flavored wine that comes from a small area of the appellation. It has ripe apricot fruit and a toasty, creamy texture, giving it rich, full flavor. A light touch of textured minerality lifts the wine on the finish.",Les Maillettes,89,25.0,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Domaine de la Denante 2015 Les Maillettes  (Saint-Véran),Chardonnay,Domaine de la Denante
77653,France,"This wine melds firm tannins with fruit that is ripe, concnetrated and juicy. Brisk acidity brings the elements together, producing a wine that is full bodied and with good potential. Drink now and until 2020.",Clos Victoire,88,,Provence,Coteaux d'Aix-en-Provence,,Roger Voss,@vossroger,Château Calissanne 2009 Clos Victoire Cabernet-Syrah (Coteaux d'Aix-en-Provence),Cabernet-Syrah,Château Calissanne
112872,France,"Lightly perfumed and floral, this is classic mineral and gunflint Riesling. It is light in texture, clean and refreshing, with some crisp pear fruit and green plum skin tannins.",,87,15.0,Alsace,Alsace,,Roger Voss,@vossroger,Dopff & Irion 2006 Riesling (Alsace),Riesling,Dopff & Irion
53487,France,"Ripe red fruits are the main character of this soft, rounded wine. Attractive acidity with grapefruit and lemon zest flavors are balanced by a warmer element.",MIP Made in Provence,87,17.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Sainte Lucie 2013 MIP Made in Provence Rosé (Côtes de Provence),Rosé,Domaine Sainte Lucie
114219,France,"Powerful, with tannins that are seamlessly woven into the fruitiness, this is a rounded, ripe and concentrated wine. The berry fruits and the juicy damsons are as important as the generous, soft texture. The wine will develop over the medium-term; drink from 2017.",,92,180.0,Burgundy,Clos de Vougeot,,Roger Voss,@vossroger,Manuel Olivier 2011  Clos de Vougeot,Pinot Noir,Manuel Olivier
97270,France,"Crisp and elegant in feel, this has apricot and peach flavors that are balanced by the tight structure and the green-fruit-like acidity. The layers of toast have integrated with the ebullient fruit character and the taut, minerally finish. For aging 3–4 years.",Dents du Chien Premier Cru,92,,Burgundy,Saint-Aubin,,Roger Voss,@vossroger,Olivier Leflaive 2010 Dents du Chien Premier Cru  (Saint-Aubin),Chardonnay,Olivier Leflaive
35503,France,"Deep pink in color, this is a caramel-flavored, heavy wine. It is fat, very full and bitter at the end.",,82,,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château Queyssard 2014 Rosé (Bordeaux Rosé),Rosé,Château Queyssard
67686,France,"Dominated by its 86% Merlot, this is a fruity wine that is surprisingly light for the vintage. It comes from the plain between Saint-Émilion and the Dordogne River, giving a soft style with just a touch of tannin. Drink from 2017.",,85,20.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Joly 2014  Saint-Émilion,Bordeaux-style Red Blend,Château Joly
60663,France,The wine is bright and fruity. It has crisp acidity and a light touch of citrus to go with the lively acidity. Its blend brings out the herbal flavor of Colombard with just a touch of honey from Gros Manseng. Drink now.,Colombard-Ugni Blanc-Gros Manseng-Sauvignon,86,10.0,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Domaine la Taste 2015 Colombard-Ugni Blanc-Gros Manseng-Sauvignon White (Côtes de Gascogne),White Blend,Domaine la Taste
115843,France,A certain creamy nuttiness is suggested on the nose. The sunniness of 2015 is expressed by a generous mirabelle ripeness. The body still is very slight and subtle and all about a graceful texture. There's a lovely touch of lemon freshness on the finish.,Trois Châteaux 'E',91,27.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2015 Trois Châteaux 'E' Sylvaner (Alsace),Sylvaner,Kuentz-Bas
42829,France,"Hints of smoky bacon and wood are now giving this wine some maturity. It has firm tannins still, but also a rich texture, with some red berries still present.",Cuvée de la Lure,89,20.0,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Château de la Terrière 2008 Cuvée de la Lure  (Moulin-à-Vent),Gamay,Château de la Terrière
84454,France,"Light structure and perfumes come from the blending of Syrah with Muscat. It's an intriguing wine, providing spice as well as fresh fruits and acidity. Crisp and fruity at the end.",Mireille,87,15.0,France Other,Mediterranée,,Roger Voss,@vossroger,Domaine Terre de Mistral 2013 Mireille Rosé (Mediterranée),Rosé,Domaine Terre de Mistral
36456,France,"Ripe aromas of black plum, cherry and boysenberry are at the forefront of this richly fruited wine. The wine's lushness is complemented by hints of pepper and baking spice, as well as medium tannins that lend a subtle structure to the palate.",,85,11.0,France Other,Vin de France,,Lauren Buzzeo,@laurbuzz,La Châsse 2015 Pinot Noir (Vin de France),Pinot Noir,La Châsse
127543,France,"A firm wine from a cool vineyard. It is structured, dry and solid, the fruit dominated by tannins. There is an austere character here that obviously needs time to fill out. Give it five years.",Les Cailles Premier Cru,92,135.0,Burgundy,Nuits-St.-Georges,,Roger Voss,@vossroger,Bouchard Père & Fils 2008 Les Cailles Premier Cru  (Nuits-St.-Georges),Pinot Noir,Bouchard Père & Fils
3063,France,"Structured, concentrated, a wine that shows power from both fruit and tannins. The opulent strawberry flavors are paralleled by firm, dry tannins. As the combination comes together, this will become a glorious wine.",,95,164.0,Burgundy,Charmes-Chambertin,,Roger Voss,@vossroger,Joseph Drouhin 2008  Charmes-Chambertin,Pinot Noir,Joseph Drouhin
107677,France,"Lovely notes of Reineclaude plums play on the nose. The palate is soft but also has echoes of pebble and stone. Fluid and fresh, the wine even shows overtones of white blossom on the palate. It's a lovely, lasting and authentic expression of Alsace.",H Vieilles Vignes,90,45.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Josmeyer 2014 H Vieilles Vignes Pinot Auxerrois (Alsace),Pinot Auxerrois,Josmeyer
96075,France,"This shows a more serious side to Gamay. Black cherry and plum fruits are sustained by firm tannins and tight, mineral acidity. It needs a few months to develop. Drink from 2015.",Eté Fleuri,87,,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Vignerons de Bel Air 2013 Eté Fleuri  (Chiroubles),Gamay,Vignerons de Bel Air
69653,France,"Boldly tannic, this structured, wood-aged wine is just starting out. It's as much dry wood and tannins as fruit at this stage, although the fruit and mineral texture do promise aging. There is significant acidity at the end. Drink from 2016.",Réserve Louis Leyre-Loup,89,32.0,Beaujolais,Morgon,,Roger Voss,@vossroger,Domaine de Leyre-Loup 2012 Réserve Louis Leyre-Loup  (Morgon),Gamay,Domaine de Leyre-Loup
122124,France,"The second wine of Léoville las Cases has structure and richness with plenty of concentration. At the same time, it has so much fresh, ripe fruit, laced with intense acidity that it is more fresh then structured. With this balance already established it will be ready to drink from 2019.",Le Petit Lion,91,,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Léoville Las Cases 2013 Le Petit Lion  (Saint-Julien),Bordeaux-style Red Blend,Château Léoville Las Cases
96074,France,"The wine is full of fresh fruits and crisp acidity. Alongside that, ripe plum skins and a mineral texture promise short-term aging. The old vines give concentration that adds a firm structure at the end.",Vieilles Vignes,87,22.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Les Frères Perroud 2013 Vieilles Vignes  (Brouilly),Gamay,Les Frères Perroud
4358,France,"From one of a group of chateaus owned by the Guyon family of Rolland de By, this is an intensely fruity wine. It has finely balanced tannins and acidity along with smoky flavors and layers of delicious black currant fruit. Drink from 2019.",,90,20.0,Bordeaux,Médoc,,Roger Voss,@vossroger,Château La Clare 2014  Médoc,Bordeaux-style Red Blend,Château La Clare
121993,France,"A lifted, phenolic note of Bosc pear peel suggests both freshness and maturity. The soft, rounded palate sings with pear sweetness and finishes medium-dry. There is softness and pliability, but a guiding, focused freshness that provides excellent balance.",Steinert Grand Cru,90,32.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Moltès 2014 Steinert Grand Cru Pinot Gris (Alsace),Pinot Gris,Domaine Moltès
110430,France,"A classic rosé blend of Grenache and Cinsault, this is soft, crisp and fruity. The smooth texture gains attractive lift from acidity and raspberry fruits. It is light and bright at the end.",,88,14.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Pas du Cerf 2014 Rosé (Côtes de Provence),Rosé,Château Pas du Cerf
67432,France,"89-91 Barrel sample. Caramel aromas, a wine that seems over-extracted, tough. The fruit has a juicy element, but misses out on elegance.",Barrel sample,90,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Phélan-Ségur 2009 Barrel sample  (Saint-Estèphe),Bordeaux-style Red Blend,Château Phélan-Ségur
75683,France,"A beautifully balanced wine, mixing an intense, nervy, crisp fruit character with light wood flavors and the most piercing acidity. This is a serious wine, for aging over 3–5 years while retaining impeccable fruit.",Fourchaume Premier Cru,93,45.0,Burgundy,Chablis,,Roger Voss,@vossroger,William Fèvre 2008 Fourchaume Premier Cru  (Chablis),Chardonnay,William Fèvre
54934,France,"A sunny touch of peach adds a very fruity edge to the strawberry nose of this vivid, pale-pink sparkler. The frothy mousse is very lively and makes this utterly refreshing, highlighting notes of red apples. The finish is dry and clean-cut.",Clérostein Pinot Noir,88,20.0,Alsace,Crémant d'Alsace,,Anne Krebiehl MW,@AnneInVino,Cave de Cleebourg NV Clérostein Pinot Noir Sparkling (Crémant d'Alsace),Sparkling Blend,Cave de Cleebourg
115111,France,"From old vines and only produced in top vintages, this ripe perfumed wine is impressive. Rich with tropical fruits, layers of vanilla and acidity, it is full, up-front and packed with concentrated flavors and textures. Like many wines from this appellation, it can age and will be better from 2019.",Prestige,92,23.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Chatelain 2015 Prestige  (Pouilly-Fumé),Sauvignon Blanc,Domaine Chatelain
1580,France,"Very supple wine, with great richness and density. It is all so complete, a pleasure, powerful yet also with sweet opulent fruits layered with dark tannins. For long-term aging.",,95,89.0,Bordeaux,Saint-Julien,,Roger Voss,@vossroger,Château Branaire-Ducru 2009  Saint-Julien,Bordeaux-style Red Blend,Château Branaire-Ducru
51713,France,"This wine is crisp with acidity but rounded on the palate with concentrated pink-grapefruit flavors. It has a rich, fruity, juicy aftertaste.",,86,,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Ballan-Larquette 2012  Bordeaux Blanc,Bordeaux-style White Blend,Château Ballan-Larquette
109351,France,"Despite coming from a universally hailed vintage, this generic Bordeaux is still weedy, herbal and lean. But it also has decent cassis and cherry fruit, some tasty vanilla and cinnamon notes from oak aging, and a tart, dry finish. It's light, but it hasn't been dumbed down for the mass market.",Rouge,85,9.0,Bordeaux,Bordeaux,,,,Malesan 2000 Rouge  (Bordeaux),Bordeaux-style Red Blend,Malesan
31797,France,"A firm, ripe wine, with good sweet black currant fruit flavors. It is structured, but mainly showing fruit rather than tannins. There is a fine, fresh finish, hinting at wood.",Château Haut-Meneau La Victoire,87,20.0,Bordeaux,Premieres Côtes de Blaye,,Roger Voss,@vossroger,Xavier Flouret 2005 Château Haut-Meneau La Victoire  (Premieres Côtes de Blaye),Bordeaux-style Red Blend,Xavier Flouret
35151,France,"Produced from the young vines of Château de Fuissé, this wine is soft and rounded with just enough acidity to go with the sweet peach flavors. It's a gentle wine, ready to drink now.",Marie-Antoinette,86,27.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Vincent 2009 Marie-Antoinette  (Pouilly-Fuissé),Chardonnay,Vincent
117056,France,"This is a structured wine, almost tannic in character. It has a rich, textured character that will allow the wine well. Apple and pear flavors are dominant along with the spice from wood aging. Drink from 2020.",Domaine du Pavillon Les Charmes Premier Cru,93,115.0,Burgundy,Meursault,,Roger Voss,@vossroger,Albert Bichot 2014 Domaine du Pavillon Les Charmes Premier Cru  (Meursault),Chardonnay,Albert Bichot
5716,France,"The estate is under the same ownership as Château la Dominique in Saint-Émilion. This dense wine balances acidity with intense fruitiness. The tannins are now softening, giving a rich structure plus a concentrated leather and spice character. Drink from 2016.",,91,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Clément-Pichon 2010  Haut-Médoc,Bordeaux-style Red Blend,Château Clément-Pichon
93368,France,"For the vintage, which generally provided rather ripe fruit, this is a bit tight and stiffly tannic. The cherry cobbler aromas and flavors are certainly pleasurable, but finish crisp and firm. Give it a few years in the cellar, and drink 2017–2023.",Les Carbonnières,87,34.0,Rhône Valley,Gigondas,,Joe Czerwinski,@JoeCz,Louis Bernard 2012 Les Carbonnières  (Gigondas),Rhône-style Red Blend,Louis Bernard
67829,France,"A nice nose of black and blue berries with a hint of leather opens this value Syrah. Well built, it shows a bit of chocolate and decent length. There’s just a touch of green herb in there and it closes dry with fairly full tannins.",,86,7.0,Languedoc-Roussillon,Vin de Pays d'Oc,,,,Calvet 1998 Syrah (Vin de Pays d'Oc),Syrah,Calvet
10593,France,"A soft, gently fruity wine, it has warm tannins, layers of smooth vanilla from wood aging and a finish that brings out the acidity of the vintage. Fresh, fruity and ready to drink.",,87,,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château de Sainte-Gemme 2011  Haut-Médoc,Bordeaux-style Red Blend,Château de Sainte-Gemme
18692,France,"This simple wine is full of fruit. There is no wood aging here, just ripe pear and apricot flavors that are gently textured. The wine, with its crisp final acidity, is ready to drink.",Les Plants Nobles,85,10.0,France Other,Vin de France,,Roger Voss,@vossroger,Ropiteau 2015 Les Plants Nobles Chardonnay (Vin de France),Chardonnay,Ropiteau
1356,France,"Dry and firm, this is smothered with hard-edged tannins that give the wine a tough character. It will soften a little bit, but not completely.",Château Grand Martinet,86,75.0,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Horeau-Beylot 2009 Château Grand Martinet  (Saint-Émilion),Bordeaux-style Red Blend,Horeau-Beylot
8464,France,"This full-bodied, creamy Crozes-Hermitage far outpaces expectations for the appellation, combining cherry-berry fruit with cracked pepper, mocha and licorice. Then it finishes long, anchored by a marriage of fruit and spice. It's ready to drink now, but should evolve positively through at least 2017.",,92,36.0,Rhône Valley,Crozes-Hermitage,,Joe Czerwinski,@JoeCz,Maison Nicolas Perrin 2009  Crozes-Hermitage,Syrah,Maison Nicolas Perrin
94914,France,"Ripe Sauvignon Blanc, bringing out pear and apple flavors, topped with cream. There is a bite from an apple skin texture, along with bright, delicate acidity.",La Petite Perrière,84,13.0,France Other,Vin de Pays de France,,Roger Voss,@vossroger,Guy Saget 2008 La Petite Perrière Sauvignon Blanc (Vin de Pays de France),Sauvignon Blanc,Guy Saget
38747,France,"Slightly bruised apple on nose and palate also becomes apparent on the textured, balanced palate of this wine that aligns citric freshness with more mellow and sonorous tones of ripeness. The finish is dry and whistle-clean.",Réserve,90,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Lucien Albrecht 2015 Réserve Riesling (Alsace),Riesling,Lucien Albrecht
38277,France,"Dry, firm and tannic, this is a wine with great potential. It has weight, ripe berry fruits and a solid character. Wood aging shows lightly, allowing the ripeness of the fruit to dominate. Drink from 2016.",,90,35.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château des Demoiselles 2011  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château des Demoiselles
68749,France,"Les Cimels is a solid, entry-level Costières de Nîmes blend of Syrah, Carignan and Grenache. Blackberry fruit dominates this full-bodied red, picking up intriguing tarry notes and glancing those with crisp, citrusy acids. Long and mouthwatering on the finish.",Les Cimels,88,20.0,Rhône Valley,Costières de Nîmes,,Joe Czerwinski,@JoeCz,Château d'Or et de Gueules 2012 Les Cimels Red (Costières de Nîmes),Rhône-style Red Blend,Château d'Or et de Gueules
2491,France,"Rounded, almost luscious fruitiness is at the core of this easy wine. Lychee, lemon, peach and apricot scented with rose petals on a rich palate close with orange peel freshness.",Vieilles Vignes,88,19.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Jean-Marc Bernhard 2014 Vieilles Vignes Gewurztraminer (Alsace),Gewürztraminer,Jean-Marc Bernhard
112726,France,"An off-dry wine, nuts and pear flavors, laced with almonds. The wine is soft, with hints of red currants and a gentle, ripe aftertaste. Screwcap.",Roc de Châteauvieux,84,,Loire Valley,Vouvray,,Roger Voss,@vossroger,Pierre Chainier 2009 Roc de Châteauvieux  (Vouvray),Chenin Blanc,Pierre Chainier
68793,France,"This nine-acre property has produced a fruity wine that has only the lightest tannins. It is much more to do with red cherries, red currants and crisp acidity. The wine is ready to drink.",Domaine de la Martingale,86,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Georges Duboeuf 2015 Domaine de la Martingale  (Brouilly),Gamay,Georges Duboeuf
88069,France,"High, bright notes of the ripest pears pervade everything. They are edged with the slightly bitter tinge of fir honey which counters the sweetness of the fruit. This is balanced, off-dry and finishes with pleasant warmth.",Eichberg Grand Cru,90,44.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Kuentz-Bas 2013 Eichberg Grand Cru Pinot Gris (Alsace),Pinot Gris,Kuentz-Bas
